estacion,start_date,harvest_date,harvest_steps,dry_yield,fresh_yield,yield_potencial,seasonal_irrigation,type_soil,MinTemp_min,MaxTemp_min,Precipitation_min,ReferenceET_min,MinHmd_min,MaxHmd_min,Radsolar_min,MinTemp_max,MaxTemp_max,Precipitation_max,ReferenceET_max,MinHmd_max,MaxHmd_max,Radsolar_max,MinTemp_mean,MaxTemp_mean,Precipitation_mean,ReferenceET_mean,MinHmd_mean,MaxHmd_mean,Radsolar_mean,MinTemp_last_quarter_min,MaxTemp_last_quarter_min,Precipitation_last_quarter_min,ReferenceET_last_quarter_min,MinHmd_last_quarter_min,MaxHmd_last_quarter_min,Radsolar_last_quarter_min,MinTemp_last_quarter_max,MaxTemp_last_quarter_max,Precipitation_last_quarter_max,ReferenceET_last_quarter_max,MinHmd_last_quarter_max,MaxHmd_last_quarter_max,Radsolar_last_quarter_max,MinTemp_last_quarter_mean,MaxTemp_last_quarter_mean,Precipitation_last_quarter_mean,ReferenceET_last_quarter_mean,MinHmd_last_quarter_mean,MaxHmd_last_quarter_mean,Radsolar_last_quarter_mean
MEL,2021/01/01,2021-09-17,258,24.06856153582078,80.22853845273593,26.876885695481988,1575,SandyLoam,13.4,22.7,0.0,1.4,25.0,100.0,128.4,21.0,35.3,73.8,7.0,89.0,100.0,569.0,18.735384615384618,30.668846153846157,4.776153846153846,4.261153846153847,53.99227799227799,100.0,412.37692307692305,13.4,26.4,0.0,1.9,25.0,100.0,224.8,20.1,35.3,73.8,7.0,77.0,100.0,569.0,18.225806451612904,31.34086021505377,2.886021505376344,4.525806451612904,50.18279569892473,100.0,421.5698924731182
NAR,2021/01/25,2021-11-01,279,25.92333147370659,86.4111049123553,29.385369126438494,825,SiltClayLoam,13.8,23.0,0.0,1.5,25.0,100.0,146.8,21.3,35.7,95.7,7.1,87.0,100.0,615.7,18.675800711743772,29.76548042704626,4.534875444839859,4.141281138790036,54.519572953736656,100.0,408.9220640569395,13.8,26.1,0.0,2.5,25.0,100.0,256.3,20.2,35.7,57.8,7.1,74.0,100.0,600.3,18.436559139784944,29.88172043010752,4.46236559139785,4.330107526881721,52.13978494623656,100.0,424.3376344086022
PRA,2021/01/01,2021-08-25,235,21.95234466514321,73.17448221714405,24.123291696472375,810,ClayLoam,15.0,21.7,0.0,1.6,29.0,86.0,121.8,21.0,33.5,51.0,8.9,86.0,100.0,691.5,18.458649789029533,29.189873417721518,3.817299578059072,4.7696202531645575,50.379746835443036,96.0253164556962,401.8219409282701,15.0,23.8,0.0,2.0,29.0,87.0,191.9,21.0,33.5,43.0,7.8,75.0,100.0,583.0,18.145161290322584,29.217204301075267,2.1516129032258062,4.5354838709677425,49.41935483870968,95.81720430107526,376.3021505376344
GCH,2021/02/22,2021-11-01,251,23.432923663744287,78.10974554581429,26.038814584727934,1410,SandyLoam,14.2,22.2,0.0,1.7,26.0,91.0,168.2,21.4,35.4,68.3,8.0,85.0,100.0,623.7,18.68932806324111,29.799604743083002,6.519762845849804,4.710276679841898,53.23320158102767,99.65612648221344,448.3667984189723,14.2,25.2,0.0,2.0,26.0,91.0,215.5,20.0,35.4,39.7,8.0,71.0,100.0,621.8,18.38387096774193,30.19784946236559,6.638709677419353,4.986021505376344,50.795698924731184,99.45161290322581,462.1645161290323
MEL,2021/01/01,2021-11-07,309,28.459926104297764,94.86642034765921,32.97361736690609,1890,SandyLoam,13.4,22.7,0.0,1.4,25.0,100.0,128.4,21.0,35.3,73.8,7.0,89.0,100.0,569.0,18.72540192926045,30.719935691318327,4.871704180064309,4.306752411575563,53.77813504823151,100.0,414.68842443729903,14.6,26.4,0.0,2.5,25.0,100.0,247.1,20.1,35.3,73.8,7.0,77.0,100.0,569.0,18.72043010752688,30.92903225806452,4.841935483870968,4.493548387096774,52.17204301075269,100.0,422.6086021505376
BUG,2021/02/05,2021-11-01,268,16.170387807686947,53.90129269228982,28.074614745943755,660,SiltClay,15.1,23.9,0.0,2.0,29.0,95.0,120.7,21.1,34.2,54.0,7.9,76.0,100.0,639.7,18.814444444444444,30.26703703703704,3.95037037037037,4.94962962962963,50.35925925925926,99.94444444444444,437.47333333333336,15.1,25.3,0.0,2.7,29.0,100.0,265.8,19.8,33.9,54.0,7.8,70.0,100.0,624.6,18.46881720430108,30.527956989247308,3.6053763440860216,5.056989247311829,48.60215053763441,100.0,450.7677419354838
AER,2021/01/01,2021-12-24,356,31.741961608797833,105.80653869599278,37.03397089050765,1425,SiltClayLoam,14.1,21.9,0.0,1.4,27.0,95.0,108.0,21.6,34.9,56.9,8.8,87.0,100.0,655.3,18.732681564245812,30.324581005586595,3.454748603351956,5.12877094972067,53.06703910614525,99.85195530726257,454.5555865921788,16.6,25.7,0.0,2.8,27.0,95.0,252.9,20.7,34.9,36.6,8.8,74.0,100.0,655.3,18.718478260869563,30.41086956521739,3.825,5.465217391304349,52.29347826086956,99.81521739130434,465.4891304347825
MEL,2021/01/01,2021-09-19,260,24.248252281068247,80.82750760356083,27.11586143308985,810,SiltClayLoam,13.4,22.7,0.0,1.4,25.0,100.0,128.4,21.0,35.3,73.8,7.0,89.0,100.0,569.0,18.73053435114504,30.68320610687023,4.739694656488551,4.2732824427480915,53.91570881226053,100.0,413.02595419847336,13.4,26.4,0.0,1.9,25.0,100.0,224.8,20.1,35.3,73.8,7.0,77.0,100.0,569.0,18.215053763440864,31.37204301075269,2.886021505376344,4.559139784946236,49.935483870967744,100.0,423.05053763440856
SEC,2021/01/01,2021-09-23,264,1.176214197558859,3.920713991862863,27.596663270727962,900,Clay,15.9,24.0,0.0,1.7,34.0,92.0,104.8,21.1,34.8,53.0,9.5,72.0,100.0,647.7,19.04285714285714,31.021428571428576,3.6259398496240602,6.104887218045113,50.909774436090224,99.1015037593985,470.146992481203,15.9,26.9,0.0,2.7,34.0,95.0,259.4,20.2,34.8,27.2,9.5,64.0,100.0,647.7,18.746236559139785,31.29677419354839,2.9870967741935486,6.569892473118277,48.903225806451616,99.27956989247312,497.21827956989256
TUL,2021/01/01,2021-08-30,240,1.2370225677818338,4.12340855927278,24.725902399189106,570,Clay,15.3,23.4,0.0,1.6,30.0,96.0,111.5,21.3,33.5,63.1,7.3,82.0,100.0,647.4,18.767355371900827,30.02190082644628,4.097107438016529,4.622727272727272,51.43801652892562,99.88429752066116,447.8834710743801,15.3,23.7,0.0,2.3,30.0,97.0,236.3,20.3,33.0,37.2,6.8,74.0,100.0,614.2,18.497849462365593,29.902150537634405,2.912903225806452,4.712903225806452,51.25806451612903,99.90322580645162,454.29247311827953
FLO,2021/01/01,2021-06-23,172,9.426904309478669,31.423014364928896,16.59827039285524,375,SiltClay,15.5,22.4,0.0,1.5,37.0,80.0,136.5,21.0,33.7,62.6,8.0,84.0,100.0,633.6,18.843103448275862,30.182758620689658,6.086206896551724,4.778735632183908,50.7816091954023,95.65517241379311,407.0247126436782,15.5,24.1,0.0,1.9,38.0,84.0,173.5,21.0,33.6,43.1,8.0,74.0,100.0,615.6,18.787096774193547,30.18709677419355,5.495698924731182,4.608602150537633,51.59139784946237,96.50537634408602,397.2688172043012
PSJ,2021/03/21,2021-11-01,224,1.328648489661103,4.428828298870344,22.813823333637032,375,Clay,14.3,23.4,0.0,1.2,27.0,93.0,171.2,21.0,35.3,94.4,7.0,77.0,100.0,607.6,18.373008849557525,29.728318584070795,4.557079646017699,3.7265486725663717,50.491150442477874,99.29203539823008,401.30132743362833,14.3,24.3,0.0,1.4,27.0,93.0,171.2,19.8,35.3,35.1,7.0,71.0,100.0,594.6,18.111827956989245,29.830107526881722,3.6107526881720435,3.8989247311827953,48.8494623655914,99.19354838709677,397.4118279569892
MEL,2021/01/01,2021-12-28,360,31.858360098942303,106.19453366314102,37.15065060847756,1050,SiltClayLoam,13.4,22.7,0.0,1.4,25.0,100.0,128.4,21.0,35.3,73.8,7.0,89.0,100.0,569.0,18.724585635359116,30.777624309392266,4.948342541436465,4.3574585635359115,53.466850828729285,100.0,417.5687845303868,16.7,27.6,0.0,2.5,25.0,100.0,247.1,20.1,35.3,73.8,7.0,69.0,100.0,569.0,18.72717391304348,30.86195652173914,5.564130434782609,4.493478260869565,52.72826086956522,100.0,423.5934782608696
SEC,2021/01/03,2021-11-01,301,27.79812624912674,92.66042083042247,32.017714416474384,2385,SandyLoam,15.9,24.0,0.0,1.7,34.0,92.0,104.8,21.1,34.8,53.0,9.5,72.0,100.0,647.7,19.020132013201323,30.998349834983497,3.7102310231023097,6.095049504950495,50.98019801980198,99.17161716171617,471.0646864686468,15.9,25.6,0.0,2.1,34.0,92.0,209.1,20.0,34.5,27.2,9.5,65.0,100.0,647.7,18.803225806451614,30.96666666666666,3.562365591397849,6.278494623655913,50.27956989247312,99.50537634408602,487.59999999999985
SEC,2021/03/04,2021-11-01,241,22.5188534856966,75.062844952322,24.84844228823896,960,ClayLoam,15.9,24.0,0.0,1.7,34.0,92.0,104.8,21.1,34.8,53.0,9.5,72.0,100.0,647.7,18.965432098765433,30.886419753086418,4.165843621399177,5.95514403292181,51.63786008230453,99.51440329218107,470.201646090535,15.9,25.6,0.0,2.1,34.0,92.0,209.1,20.0,34.5,27.2,9.5,65.0,100.0,647.7,18.803225806451614,30.96666666666666,3.562365591397849,6.278494623655913,50.27956989247312,99.50537634408602,487.59999999999985
VIR,2021/01/01,2021-09-09,250,23.346268958296086,77.82089652765363,25.923833107473108,1290,SandyLoam,16.0,24.7,0.0,1.2,33.0,98.0,156.8,21.0,34.6,64.0,6.7,76.0,100.0,614.2,18.9984126984127,30.542063492063495,7.128571428571427,4.312698412698413,49.37301587301587,99.87698412698413,455.377380952381,16.7,26.2,0.0,2.0,35.0,99.0,224.8,20.4,34.3,64.0,6.7,70.0,100.0,614.1,18.681720430107525,30.469892473118282,8.741935483870968,4.361290322580645,48.96774193548387,99.95698924731182,459.2516129032259
ROZ,2021/01/01,2021-09-09,250,23.339739057318834,77.79913019106279,25.917048209081308,2055,SandyLoam,14.9,22.0,0.0,1.7,30.0,89.0,100.3,21.5,33.5,36.1,9.0,87.0,100.0,641.4,18.874206349206354,29.859920634920638,2.9067460317460316,5.605555555555555,51.02777777777778,97.1984126984127,453.17936507936514,14.9,23.8,0.0,1.9,30.0,92.0,154.2,20.6,32.5,36.1,8.1,74.0,100.0,615.6,18.574193548387097,29.820430107526878,2.6870967741935483,5.751612903225806,49.73118279569893,97.04301075268818,464.43118279569893
MAR,2021/05/09,2021-11-01,175,15.952747818254092,53.17582606084698,,1455,SandyLoam,15.3,24.0,0.0,1.3,29.0,80.0,130.5,21.4,33.8,38.8,8.5,75.0,100.0,651.7,18.787005649717514,29.90795454545455,3.0858757062146895,5.30625,53.644067796610166,99.75141242937853,464.8751412429379,15.3,25.2,0.0,2.2,29.0,80.0,202.3,21.0,33.8,38.8,8.5,75.0,100.0,651.7,18.67096774193548,29.90869565217392,3.7311827956989245,5.427173913043479,52.54838709677419,99.56989247311827,468.14838709677423
BDP,2021/01/01,2021-12-28,360,20.105471803038892,67.01823934346298,37.14498157595307,840,SiltClay,13.7,22.0,0.0,1.5,24.0,95.0,173.0,21.0,35.5,70.3,7.8,86.0,100.0,632.5,18.68646408839779,30.50441988950276,4.728453038674033,4.658011049723757,51.68508287292818,99.9171270718232,458.1118784530387,16.6,27.0,0.0,2.8,24.0,99.0,298.4,20.2,35.5,36.8,7.8,64.0,100.0,632.5,18.606521739130432,30.733695652173914,5.17608695652174,4.904347826086956,50.83695652173913,99.97826086956522,471.78478260869554
PLR,2021/05/02,2021-11-01,182,10.843205706218598,36.14401902072866,17.798658032435643,510,SiltClay,14.6,23.9,0.0,1.5,27.0,95.0,169.0,20.7,34.3,54.1,7.9,74.0,100.0,613.6,18.402173913043477,30.10978260869565,3.538586956521739,4.586956521739131,50.38586956521739,99.46195652173913,424.0288043478261,14.6,25.2,0.0,1.9,27.0,95.0,192.4,20.0,34.3,21.9,7.9,69.0,100.0,601.1,18.22795698924731,30.150537634408607,2.741935483870968,4.73225806451613,49.215053763440864,99.25806451612904,422.84731182795707
JAM,2021/02/13,2021-11-01,260,14.136805525327816,47.12268508442605,27.11586833245047,525,SiltClay,13.8,23.3,0.0,1.6,26.0,98.0,153.1,21.3,35.0,77.3,8.2,86.0,100.0,651.9,18.771755725190836,30.13854961832061,6.939312977099237,4.615648854961832,53.847328244274806,99.98473282442748,449.13625954198477,13.8,26.4,0.0,2.5,26.0,98.0,263.3,20.1,35.0,61.2,8.2,69.0,100.0,651.9,18.58064516129032,30.322580645161292,4.770967741935484,4.818279569892474,51.935483870967744,99.96774193548387,459.15268817204304
VIT,2021/01/01,2021-10-23,294,27.210924842956736,90.70308280985579,31.18129933484665,690,ClayLoam,16.0,24.8,0.0,2.1,34.0,99.0,158.4,20.5,34.7,73.7,7.7,74.0,100.0,656.3,18.822297297297297,30.48074324324324,6.9456081081081065,5.113513513513513,50.351351351351354,99.96283783783784,483.21452702702703,16.5,26.0,0.0,2.3,34.0,100.0,291.7,19.8,34.2,55.4,7.7,67.0,100.0,656.3,18.669892473118278,30.63548387096774,8.567741935483872,5.180645161290322,49.645161290322584,100.0,490.17419354838717
BDP,2021/03/10,2021-11-01,235,21.95489405198453,73.18298017328178,24.12613155639589,855,SiltClayLoam,13.7,22.0,0.0,1.6,24.0,95.0,173.0,21.0,35.5,62.1,7.8,81.0,100.0,632.5,18.593248945147682,30.436286919831222,4.517299578059071,4.598312236286921,51.89873417721519,99.88185654008439,451.98860759493664,13.7,25.8,0.0,2.3,24.0,95.0,263.4,20.2,35.5,36.8,7.8,66.0,100.0,632.5,18.450537634408597,30.726881720430107,3.8225806451612905,4.839784946236559,49.774193548387096,99.80645161290323,463.40430107526873
TUL,2021/01/01,2021-11-10,312,28.70258189908052,95.67527299693508,33.329028953071784,915,ClayLoam,14.8,23.4,0.0,1.6,30.0,96.0,111.5,21.3,34.2,63.1,7.7,82.0,100.0,650.2,18.65191082802548,30.136305732484075,4.0328025477707,4.699363057324841,51.01910828025478,99.91082802547771,452.50987261146497,14.8,25.4,0.0,2.3,31.0,100.0,272.7,20.3,34.2,46.4,7.7,68.0,100.0,650.2,18.41290322580645,30.23763440860215,4.236559139784946,4.8096774193548395,50.763440860215056,100.0,460.5903225806452
FLO,2021/01/01,2021-07-03,182,16.77886719699449,55.92955732331497,17.7931490717875,1080,SandyLoam,15.5,22.4,0.0,1.5,35.0,80.0,136.5,21.0,35.1,62.6,8.0,84.0,100.0,633.6,18.82989130434783,30.30923913043478,5.788043478260869,4.7760869565217385,50.32065217391305,95.61413043478261,405.97717391304343,15.5,24.1,0.0,1.9,35.0,84.0,173.5,21.0,35.1,35.0,8.0,74.0,100.0,610.8,18.735869565217392,30.472826086956516,4.586956521739131,4.569565217391305,50.641304347826086,96.40217391304348,392.29239130434786
FLO,2021/05/16,2021-11-01,168,0.9310548900792541,3.1035163002641806,16.12582788659256,420,Clay,15.9,24.1,0.0,1.9,27.0,75.0,173.5,21.0,36.2,57.5,8.8,74.0,100.0,622.4,18.661176470588234,31.444117647058828,3.9817647058823535,4.681176470588235,46.15294117647059,94.7235294117647,383.87294117647053,15.9,25.9,0.0,2.6,27.0,75.0,206.0,20.0,36.2,57.5,8.8,68.0,100.0,622.4,18.630107526881723,31.606451612903232,4.147311827956989,4.763440860215053,44.70967741935484,94.12903225806451,385.4591397849463
PAI,2021/01/01,2021-10-11,282,26.18664767523537,87.2888255841179,29.747444909199125,1845,SandyLoam,15.4,24.3,0.0,1.8,31.0,94.0,117.3,21.2,34.4,43.7,8.1,77.0,100.0,666.9,19.03591549295775,30.812676056338027,3.997887323943662,4.889084507042254,48.764084507042256,98.92957746478874,455.162323943662,15.7,25.3,0.0,1.8,31.0,96.0,200.3,20.5,33.9,41.3,7.2,71.0,100.0,617.6,18.659139784946237,30.95161290322581,4.73763440860215,4.966666666666666,47.946236559139784,99.24731182795699,472.82903225806456
ARE,2021/02/09,2021-09-02,204,16.725393834415378,55.7513127813846,17.996135753935487,735,SandyLoam,13.0,17.2,0.0,0.3,38.0,77.0,80.5,16.5,25.8,70.4,4.6,90.0,100.0,571.8,14.899029126213591,21.857766990291257,6.337864077669902,1.5402912621359222,69.2621359223301,99.3883495145631,265.09611650485436,13.2,17.3,0.0,0.5,38.0,77.0,127.2,16.5,25.8,44.4,4.6,88.0,100.0,571.8,14.933333333333335,22.00537634408602,3.9408602150537635,1.5774193548387092,67.31182795698925,98.86021505376344,269.8698924731183
AER,2021/01/01,2021-12-03,335,1.7899533060786545,5.966511020262182,35.8151832932884,765,Clay,14.1,21.9,0.0,1.4,27.0,95.0,108.0,21.6,34.9,56.9,8.8,87.0,100.0,655.3,18.75994065281899,30.272403560830863,3.4596439169139463,5.084272997032641,53.44213649851632,99.87240356083086,452.2908011869436,16.6,25.7,0.0,2.8,27.0,95.0,252.9,20.7,34.9,36.6,8.8,74.0,100.0,655.3,18.71086956521739,30.418478260869566,3.720652173913044,5.434782608695652,52.56521739130435,99.8695652173913,466.370652173913
TIP,2021/01/10,2021-11-01,294,27.207508542232272,90.69169514077424,31.177686472603515,990,SiltClayLoam,14.1,23.0,0.0,1.6,25.0,98.0,158.4,20.9,34.7,70.1,7.9,89.0,100.0,617.0,18.8472972972973,30.40067567567568,4.740202702702702,4.948648648648649,52.45608108108108,99.99324324324324,448.5763513513514,14.1,25.1,0.0,3.1,25.0,98.0,275.0,20.9,34.7,40.5,7.9,74.0,100.0,617.0,18.777419354838713,30.461290322580645,3.7129032258064516,5.1752688172043015,50.67741935483871,99.97849462365592,451.4247311827957
PLR,2021/01/01,2021-07-27,206,1.131613415240195,3.7720447174673173,20.657460979964867,495,Clay,14.6,21.7,0.0,1.2,37.0,95.0,99.6,21.2,32.6,54.1,7.6,93.0,100.0,645.0,18.78076923076923,29.6875,4.544711538461538,4.4096153846153845,52.91826923076923,99.4375,422.5677884615385,14.6,22.9,0.0,1.5,37.0,96.0,169.0,20.7,32.6,54.1,7.6,82.0,100.0,645.0,18.569565217391304,29.842391304347824,5.185869565217391,4.372826086956522,52.42391304347826,99.67391304347827,420.5315217391304
GCH,2021/01/01,2021-10-14,285,26.440423486186845,88.13474495395616,30.10136795530846,780,SiltClayLoam,14.2,22.2,0.0,1.7,26.0,91.0,168.2,21.4,35.4,68.3,8.0,85.0,100.0,623.7,18.810801393728223,29.906620209059238,5.622996515679443,4.7613240418118465,52.850174216027874,99.6411149825784,453.6181184668989,14.2,25.2,0.0,2.0,26.0,91.0,215.5,20.0,35.4,38.8,8.0,71.0,100.0,621.8,18.351612903225803,30.44193548387097,5.370967741935484,5.015053763440859,49.913978494623656,99.35483870967742,463.46774193548396
PAI,2021/01/01,2021-10-01,272,25.316056347496335,84.38685449165446,28.552566221159566,855,ClayLoam,15.4,24.3,0.0,1.8,31.0,94.0,117.3,21.2,34.4,43.7,8.1,77.0,100.0,666.9,19.021532846715328,30.814598540145987,3.9218978102189777,4.887591240875913,48.697080291970806,98.9014598540146,454.6832116788321,15.4,25.3,0.0,1.8,31.0,96.0,200.3,20.5,33.9,41.3,7.3,71.0,100.0,617.6,18.540860215053762,31.007526881720434,4.332258064516128,5.002150537634409,47.30107526881721,99.11827956989248,473.39569892473116
MIR,2021/01/22,2021-11-01,282,1.403194940051315,4.677316466837717,29.744177572556502,525,Clay,15.2,22.7,0.0,1.3,29.0,99.0,159.7,21.0,34.7,65.6,7.2,84.0,100.0,643.1,18.728169014084504,29.85457746478873,5.580281690140846,4.062323943661971,52.62676056338028,99.99295774647888,417.4788732394366,15.2,25.7,0.0,2.2,29.0,99.0,226.0,20.2,34.7,55.5,7.0,70.0,100.0,605.1,18.624731182795696,30.066666666666666,3.9430107526881724,4.058064516129032,50.70967741935484,99.98924731182795,412.4731182795698
PSJ,2021/02/04,2021-11-01,269,15.763017478022585,52.543391593408614,28.18839968062448,525,SiltClay,14.3,21.5,0.0,0.9,27.0,91.0,83.5,21.3,35.3,94.4,7.0,91.0,100.0,607.6,18.448339483394832,29.634317343173432,4.689298892988931,3.722140221402214,50.92250922509225,99.21033210332104,399.30110701107014,14.3,24.3,0.0,1.4,27.0,93.0,171.2,19.8,35.3,35.1,7.0,71.0,100.0,594.6,18.111827956989245,29.830107526881722,3.6107526881720435,3.8989247311827953,48.8494623655914,99.19354838709677,397.4118279569892
SDQ,2021/03/28,2021-11-01,217,12.192522684079883,40.64174228026628,21.978956106796986,540,SiltClay,13.6,22.8,0.0,1.2,30.0,100.0,187.5,20.9,34.9,80.4,7.3,89.0,100.0,631.8,18.238812785388127,30.0703196347032,5.5159817351598175,4.364840182648401,56.050228310502284,100.0,446.52374429223744,13.6,26.6,0.0,2.4,30.0,100.0,260.2,20.2,34.9,80.4,7.3,70.0,100.0,631.8,18.053763440860212,30.149462365591393,6.134408602150539,4.617204301075269,54.193548387096776,100.0,458.652688172043
PLR,2021/01/01,2021-11-25,327,19.27436354805138,64.2478784935046,35.115493105065376,735,SiltClay,14.6,21.7,0.0,1.2,27.0,95.0,99.6,21.2,34.3,54.1,7.9,93.0,100.0,645.0,18.569604863221883,29.83373860182371,4.030091185410335,4.515197568389058,51.81155015197568,99.42857142857143,422.27294832826743,16.5,25.2,0.0,1.9,27.0,95.0,192.4,20.0,34.3,21.9,7.9,69.0,100.0,601.1,18.269892473118283,30.13225806451613,3.701075268817205,4.81720430107527,50.27956989247312,99.47311827956989,428.41397849462373
GIN,2021/03/27,2021-11-01,218,1.2174422512996186,4.058140837665396,22.098437574276765,540,Clay,14.5,23.5,0.0,1.6,28.0,96.0,164.8,21.5,34.1,78.8,7.8,77.0,100.0,655.2,18.604545454545455,30.15727272727273,3.5259090909090913,4.553636363636364,51.08181818181818,99.55454545454545,438.1745454545454,14.5,24.9,0.0,2.0,28.0,97.0,234.4,20.1,34.1,32.2,7.7,70.0,100.0,629.2,18.344086021505376,30.16451612903226,3.7591397849462362,4.601075268817204,49.784946236559136,99.6236559139785,440.8978494623655
ARE,2021/02/09,2021-10-06,238,19.643639962742306,65.4787998758077,21.66064781079999,255,SiltClayLoam,13.0,17.2,0.0,0.3,38.0,77.0,80.5,16.5,26.7,72.4,4.6,90.0,100.0,571.8,14.9075,21.97166666666666,6.083333333333333,1.6045833333333333,68.44583333333334,99.33333333333333,271.8554166666666,13.7,17.3,0.0,0.6,38.0,77.0,143.3,16.5,26.7,72.4,4.6,88.0,100.0,571.8,15.001075268817203,22.29784946236559,3.6301075268817207,1.7419354838709675,65.29032258064517,98.65591397849462,286.6333333333334
ROZ,2021/01/01,2021-11-03,305,18.422941603264093,61.409805344213645,32.488880993298444,990,SiltClay,14.9,22.0,0.0,1.7,27.0,89.0,100.3,21.5,34.7,37.9,9.0,87.0,100.0,641.4,18.822149837133548,29.937133550488603,2.909771986970684,5.652768729641694,50.77850162866449,97.25407166123779,456.93420195439734,14.9,25.3,0.0,2.4,27.0,92.0,221.3,20.3,34.7,37.9,9.0,67.0,100.0,639.4,18.589247311827958,30.06989247311828,2.4634408602150537,5.740860215053765,49.25806451612903,97.10752688172043,466.03870967741926
NAR,2021/01/16,2021-11-01,288,26.698128239277573,88.99376079759192,30.460759398123585,765,ClayLoam,13.8,23.0,0.0,1.5,25.0,100.0,146.8,21.3,35.7,95.7,7.1,87.0,100.0,615.7,18.676896551724138,29.792758620689654,4.403448275862069,4.146896551724137,54.33103448275862,100.0,409.45586206896553,13.8,26.1,0.0,2.5,25.0,100.0,256.3,20.2,35.7,57.8,7.1,74.0,100.0,600.3,18.436559139784944,29.88172043010752,4.46236559139785,4.330107526881721,52.13978494623656,100.0,424.3376344086022
ZAR,2021/01/01,2021-11-04,306,28.212912091879396,94.04304030626466,32.6151537604942,1005,ClayLoam,15.8,24.2,0.0,2.1,33.0,94.0,91.5,20.8,34.6,57.4,8.6,74.0,100.0,661.7,18.89383116883117,30.79935064935065,4.418181818181818,5.4876623376623375,49.701298701298704,99.48051948051948,457.0353896103897,15.8,25.4,0.0,2.4,33.0,97.0,213.8,20.6,34.6,50.4,8.6,66.0,100.0,661.7,18.766666666666673,30.74086021505376,5.161290322580645,5.966666666666668,49.13978494623656,99.76344086021506,501.0279569892473
SEC,2021/01/01,2021-08-21,231,1.022020368367496,3.4067345612249866,23.6535636002049,825,Clay,16.6,24.0,0.0,1.7,35.0,92.0,104.8,21.1,34.8,53.0,9.4,72.0,100.0,646.1,19.08197424892704,31.01201716738197,3.67725321888412,6.0613733905579394,51.09871244635193,99.05150214592274,466.5115879828326,16.6,25.6,0.0,2.1,35.0,94.0,196.9,21.1,34.8,24.7,9.3,72.0,100.0,621.9,18.94516129032258,31.138709677419357,2.8483870967741933,6.203225806451613,50.784946236559136,99.27956989247312,475.3913978494623
