estacion,start_date,harvest_date,harvest_steps,dry_yield,fresh_yield,yield_potencial,seasonal_irrigation,type_soil,MinTemp_min,MaxTemp_min,Precipitation_min,ReferenceET_min,MinHmd_min,MaxHmd_min,Radsolar_min,MinTemp_max,MaxTemp_max,Precipitation_max,ReferenceET_max,MinHmd_max,MaxHmd_max,Radsolar_max,MinTemp_mean,MaxTemp_mean,Precipitation_mean,ReferenceET_mean,MinHmd_mean,MaxHmd_mean,Radsolar_mean,MinTemp_last_quarter_min,MaxTemp_last_quarter_min,Precipitation_last_quarter_min,ReferenceET_last_quarter_min,MinHmd_last_quarter_min,MaxHmd_last_quarter_min,Radsolar_last_quarter_min,MinTemp_last_quarter_max,MaxTemp_last_quarter_max,Precipitation_last_quarter_max,ReferenceET_last_quarter_max,MinHmd_last_quarter_max,MaxHmd_last_quarter_max,Radsolar_last_quarter_max,MinTemp_last_quarter_mean,MaxTemp_last_quarter_mean,Precipitation_last_quarter_mean,ReferenceET_last_quarter_mean,MinHmd_last_quarter_mean,MaxHmd_last_quarter_mean,Radsolar_last_quarter_mean
BUG,2021/01/01,2021-11-01,303,27.964504959536114,93.21501653178706,32.256690154082314,2100,SandyLoam,15.1,23.9,0.0,2.0,29.0,95.0,120.7,21.1,34.2,54.0,7.9,76.0,100.0,639.7,18.794754098360656,30.36655737704918,3.7085245901639343,4.968524590163935,49.927868852459014,99.94098360655738,438.60098360655735,15.1,25.3,0.0,2.7,29.0,100.0,265.8,19.8,33.9,54.0,7.8,70.0,100.0,624.6,18.46881720430108,30.527956989247308,3.6053763440860216,5.056989247311829,48.60215053763441,100.0,450.7677419354838
BLG,2021/03/11,2021-11-01,234,13.89686141230811,46.32287137436037,24.01202720661435,630,SiltClay,15.2,24.4,0.0,1.9,32.0,98.0,117.7,20.9,33.9,67.8,8.2,69.0,100.0,672.8,18.477118644067797,30.2521186440678,4.655508474576272,5.0275423728813555,50.1271186440678,99.92796610169492,459.7470338983051,15.2,25.1,0.0,2.3,32.0,98.0,209.2,20.2,33.9,62.8,8.0,67.0,100.0,651.1,18.213978494623653,30.41505376344087,5.124731182795699,5.243010752688172,49.01075268817204,99.96774193548387,480.7924731182795
SEC,2021/01/27,2021-11-01,277,1.2642158655673155,4.214052885224385,29.15000556517934,750,Clay,15.9,24.0,0.0,1.7,34.0,92.0,104.8,21.1,34.8,53.0,9.5,72.0,100.0,647.7,19.02867383512545,30.978853046594978,3.923655913978494,6.031182795698924,51.193548387096776,99.27598566308244,470.5935483870968,15.9,25.6,0.0,2.1,34.0,92.0,209.1,20.0,34.5,27.2,9.5,65.0,100.0,647.7,18.803225806451614,30.96666666666666,3.562365591397849,6.278494623655913,50.27956989247312,99.50537634408602,487.59999999999985
GUA,2021/01/01,2021-12-30,362,20.330604877300527,67.7686829243351,37.18049563245494,975,SiltClay,15.4,23.5,0.0,1.5,26.0,89.0,131.4,21.5,33.7,40.3,8.4,80.0,100.0,641.4,18.69285714285714,29.98406593406593,3.8134615384615382,4.898076923076923,50.46978021978022,98.56868131868131,444.2604395604395,16.1,24.5,0.0,2.6,28.0,93.0,232.1,20.8,33.7,40.3,8.4,72.0,100.0,641.4,18.708695652173912,29.94130434782608,4.446739130434783,5.164130434782609,50.79347826086956,98.81521739130434,458.9315217391304
PSJ,2021/03/23,2021-11-01,222,1.3339959260659917,4.44665308688664,22.575166177764682,360,Clay,14.3,23.4,0.0,1.2,27.0,93.0,171.2,21.0,35.3,94.4,7.0,77.0,100.0,607.6,18.379017857142856,29.732589285714283,4.547321428571428,3.7174107142857147,50.482142857142854,99.28571428571429,400.6107142857142,14.3,24.3,0.0,1.4,27.0,93.0,171.2,19.8,35.3,35.1,7.0,71.0,100.0,594.6,18.111827956989245,29.830107526881722,3.6107526881720435,3.8989247311827953,48.8494623655914,99.19354838709677,397.4118279569892
ROZ,2021/01/01,2021-12-31,363,20.947907635654953,69.82635878551652,37.18869062731765,1110,SiltClay,14.9,22.0,0.0,1.7,27.0,89.0,100.3,21.5,34.7,37.9,9.0,87.0,100.0,641.4,18.78191780821918,29.986301369863014,2.962191780821918,5.68958904109589,50.61095890410959,97.2986301369863,460.35178082191777,16.8,25.3,0.0,2.4,27.0,92.0,221.3,20.3,34.7,37.9,9.0,67.0,100.0,639.4,18.612903225806456,30.08279569892473,3.56236559139785,5.7182795698924735,50.655913978494624,97.80645161290323,470.53118279569895
TIP,2021/01/14,2021-11-01,290,26.86854082699828,89.56180275666094,30.699735077686814,2010,SandyLoam,14.1,23.0,0.0,1.6,25.0,98.0,158.4,20.9,34.7,70.1,7.9,89.0,100.0,617.0,18.845890410958905,30.38493150684932,4.743835616438355,4.943493150684931,52.5,99.9931506849315,447.71541095890416,14.1,25.1,0.0,3.1,25.0,98.0,275.0,20.9,34.7,40.5,7.9,74.0,100.0,617.0,18.777419354838713,30.461290322580645,3.7129032258064516,5.1752688172043015,50.67741935483871,99.97849462365592,451.4247311827957
NAR,2021/01/01,2021-11-01,303,27.96113071035007,93.20376903450024,32.25307720847951,1740,SandyLoam,13.8,23.0,0.0,1.5,25.0,100.0,146.8,21.3,35.7,95.7,7.1,87.0,100.0,615.7,18.69639344262295,29.770163934426233,4.348852459016394,4.126885245901639,54.442622950819676,100.0,408.8291803278688,13.8,26.1,0.0,2.5,25.0,100.0,256.3,20.2,35.7,57.8,7.1,74.0,100.0,600.3,18.436559139784944,29.88172043010752,4.46236559139785,4.330107526881721,52.13978494623656,100.0,424.3376344086022
AER,2022/01/01,2022-08-07,217,1.1837744161444357,3.9459147204814524,22.02564014331913,585,Clay,15.3,24.0,0.0,2.0,35.0,94.0,156.9,20.7,34.2,60.9,8.0,83.0,100.0,656.0,18.671689497716894,29.93881278538813,2.861643835616438,4.815525114155251,54.54794520547945,99.82191780821918,432.1917808219178,15.3,25.0,0.0,2.1,43.0,100.0,196.2,20.4,33.3,60.9,7.5,75.0,100.0,609.7,18.523655913978498,29.72043010752688,3.332258064516129,4.619354838709677,55.16129032258065,100.0,421.5838709677419
GCH,2022/01/01,2022-08-02,212,19.81006929159406,66.03356430531355,21.429482236179673,480,SiltClayLoam,15.7,23.8,0.0,1.7,39.0,97.0,153.1,20.7,32.7,84.9,7.1,82.0,100.0,626.6,18.957943925233646,29.46448598130841,8.11448598130841,4.444859813084112,55.25233644859813,99.95794392523365,426.368691588785,15.7,24.8,0.0,2.0,45.0,99.0,199.5,20.7,32.7,77.6,7.0,73.0,100.0,614.4,18.79462365591398,29.1236559139785,8.331182795698926,4.240860215053764,56.956989247311824,99.97849462365592,411.2010752688172
SEC,2022/01/01,2022-08-07,217,20.288980212094746,67.62993404031582,22.021950873883466,1590,SandyLoam,16.1,23.1,0.0,1.2,40.0,93.0,76.3,20.7,34.0,45.7,9.0,81.0,100.0,624.6,19.062100456621007,30.49634703196347,4.291780821917808,5.478082191780821,53.24657534246575,99.39269406392694,444.9127853881278,17.3,24.9,0.0,1.8,46.0,99.0,210.1,20.7,34.0,38.5,8.4,75.0,100.0,605.9,19.036559139784945,30.579569892473113,4.797849462365592,5.2709677419354835,53.655913978494624,99.90322580645162,443.73118279569894
GUA,2021/01/14,2021-11-01,290,26.86854082699828,89.56180275666094,30.699735077686814,1110,SiltClayLoam,15.4,23.5,0.0,1.5,26.0,89.0,131.4,21.5,33.7,40.3,8.4,80.0,100.0,641.4,18.69794520547945,29.961986301369862,3.772602739726027,4.832876712328766,50.65068493150685,98.53082191780823,440.81164383561645,15.4,24.5,0.0,2.6,26.0,93.0,232.1,20.8,33.7,40.3,8.4,72.0,100.0,641.4,18.608602150537635,30.0258064516129,3.6559139784946244,5.1000000000000005,49.1505376344086,98.3763440860215,451.9258064516129
CEN,2021/01/01,2021-11-03,305,28.12466812628292,93.74889375427641,32.48985361856326,1020,ClayLoam,15.0,22.3,0.0,1.5,29.0,93.0,153.0,22.0,34.6,70.7,8.0,86.0,100.0,626.2,19.105211726384365,29.61042345276873,3.7029315960912053,4.633224755700326,52.8957654723127,99.41368078175896,435.3563517915309,15.0,25.8,0.0,2.2,29.0,95.0,230.0,20.9,34.6,24.0,8.0,69.0,100.0,626.2,18.959139784946238,29.790322580645157,2.3559139784946237,4.692473118279569,50.89247311827957,99.31182795698925,433.0956989247312
HON,2021/03/09,2021-11-01,236,1.294600388086131,4.31533462695377,24.245585078018443,555,Clay,14.5,22.5,0.0,1.3,16.0,70.0,143.7,23.5,35.3,69.9,10.1,85.0,100.0,654.5,18.747899159663866,29.891596638655464,3.2651260504201676,5.054621848739496,44.89451476793249,96.4453781512605,436.2189075630253,14.5,26.4,0.0,2.3,16.0,70.0,243.4,23.5,35.3,42.5,10.1,60.0,100.0,645.5,18.623655913978496,30.198924731182796,2.6322580645161286,5.429032258064517,39.55434782608695,94.59139784946237,443.0451612903227
JAM,2022/01/01,2022-08-07,217,20.294857572906835,67.6495252430228,22.028212055511563,1155,SandyLoam,15.6,23.3,0.0,1.5,40.0,99.0,154.0,21.3,33.6,68.3,7.2,82.0,100.0,617.0,19.029680365296805,29.7972602739726,6.864383561643836,4.315068493150685,56.0958904109589,99.99543378995433,431.7255707762557,15.6,25.9,0.0,2.1,48.0,100.0,228.6,20.6,32.2,62.9,6.3,72.0,100.0,593.5,18.843010752688173,29.544086021505375,5.3849462365591405,4.19247311827957,57.10752688172043,100.0,424.53655913978497
PLR,2021/01/01,2021-09-29,270,16.198837336553073,53.99612445517691,28.304684583239617,675,SiltClay,14.6,21.7,0.0,1.2,27.0,95.0,99.6,21.2,34.3,54.1,7.9,93.0,100.0,645.0,18.62095588235294,29.84448529411765,3.9194852941176466,4.497794117647059,51.669117647058826,99.37132352941177,423.7595588235294,14.6,25.7,0.0,2.1,27.0,95.0,215.0,20.0,34.3,21.9,7.9,69.0,100.0,601.1,18.201075268817203,30.296774193548387,1.903225806451613,4.6903225806451605,48.043010752688176,99.21505376344086,424.64946236559143
HON,2021/01/01,2021-12-31,363,20.477527208333935,68.25842402777978,37.18726202289613,1050,SiltClay,14.5,22.1,0.0,0.8,16.0,70.0,91.7,23.5,35.3,69.9,10.1,87.0,100.0,654.5,18.801369863013697,29.93068493150685,3.3095890410958906,5.1747945205479455,45.3801652892562,96.82191780821918,438.2301369863014,15.9,26.4,0.0,2.3,18.0,87.0,243.4,20.7,35.3,42.5,10.1,60.0,100.0,645.5,18.766666666666666,29.937634408602147,3.841935483870967,5.312903225806451,41.42391304347826,95.04301075268818,440.12688172043016
VIR,2021/01/01,2021-11-01,303,16.37155575091402,54.571852503046735,32.256690154082314,465,SiltClay,16.0,24.7,0.0,1.2,33.0,98.0,156.8,21.0,34.6,64.6,6.7,76.0,100.0,614.2,18.975737704918032,30.54786885245902,7.066557377049181,4.365573770491803,49.321311475409836,99.89180327868853,459.6455737704918,16.7,25.4,0.0,1.8,35.0,99.0,224.8,20.3,33.4,64.6,6.4,66.0,100.0,604.4,18.791397849462367,30.435483870967747,8.906451612903227,4.497849462365591,49.225806451612904,99.95698924731182,470.20215053763434
CAR,2021/01/01,2021-10-22,293,17.24043984250243,57.46813280834143,31.061811466042688,630,SiltClay,17.3,24.1,0.0,1.7,32.0,96.0,124.6,20.9,35.2,50.9,7.4,82.0,100.0,644.1,19.381016949152546,30.84949152542373,4.570847457627118,4.912881355932203,50.05762711864407,99.7864406779661,477.89220338983057,17.3,27.6,0.0,2.7,32.0,99.0,298.1,20.8,33.8,50.9,7.4,62.0,100.0,641.1,19.284946236559147,30.911827956989253,5.081720430107526,5.090322580645161,49.44086021505376,99.93548387096774,493.4032258064517
HON,2022/01/01,2022-08-07,217,20.294857572906835,67.6495252430228,22.028212055511563,1470,SandyLoam,15.9,23.5,0.0,1.4,28.0,86.0,136.2,20.7,32.2,41.4,8.7,72.0,100.0,604.1,18.84748858447489,29.370776255707767,3.5894977168949773,4.710958904109588,41.71232876712329,95.5296803652968,405.7127853881279,15.9,25.5,0.0,1.9,29.0,92.0,217.0,20.7,32.0,41.4,7.5,59.0,98.0,541.0,18.637634408602153,29.262365591397856,3.9774193548387093,4.464516129032258,40.74193548387097,95.3010752688172,396.3569892473118
AMA,2021/05/26,2021-11-01,158,14.297139410206238,47.65713136735413,14.930949251315464,690,SiltClayLoam,15.7,24.1,0.0,1.9,27.0,84.0,173.3,21.0,33.5,41.0,8.8,73.0,100.0,640.9,18.528750000000002,29.69375,2.9875,4.96875,49.8125,97.11875,432.61125000000004,15.7,25.8,0.0,2.3,27.0,84.0,212.1,20.0,33.5,41.0,8.8,67.0,100.0,640.9,18.431182795698923,29.62043010752688,3.4096774193548383,5.082795698924731,49.526881720430104,97.2258064516129,435.1440860215054
AMA,2021/04/27,2021-11-01,187,11.281908809820127,37.60636269940043,,555,SiltClay,15.1,20.5,0.0,1.9,27.0,84.0,173.3,21.0,33.5,46.4,8.8,77.0,100.0,654.4,18.55925925925926,29.610052910052907,3.274603174603175,4.966489361702128,50.351063829787236,97.43915343915344,436.2414893617021,15.7,25.8,0.0,2.3,27.0,84.0,212.1,20.0,33.5,41.0,8.8,67.0,100.0,640.9,18.431182795698923,29.62043010752688,3.4096774193548383,5.082795698924731,49.526881720430104,97.2258064516129,435.1440860215054
GUA,2021/03/09,2021-11-01,236,13.946468545338265,46.48822848446088,24.24755007006861,630,SiltClay,15.4,23.5,0.0,1.7,26.0,93.0,131.4,20.8,33.7,40.3,8.4,77.0,100.0,641.4,18.684033613445376,29.814285714285717,4.261344537815126,4.789075630252101,51.180672268907564,98.77731092436974,441.93277310924367,15.4,24.5,0.0,2.6,26.0,93.0,232.1,20.8,33.7,40.3,8.4,72.0,100.0,641.4,18.608602150537635,30.0258064516129,3.6559139784946244,5.1000000000000005,49.1505376344086,98.3763440860215,451.9258064516129
PSJ,2021/01/01,2021-12-15,347,1.8610083065695788,6.203361021898596,36.613795551488806,540,Clay,14.3,21.5,0.0,0.9,27.0,88.0,83.5,21.3,35.3,94.4,7.0,91.0,100.0,607.6,18.440114613180516,29.69312320916905,4.695988538681949,3.7550143266475646,50.60458452722063,99.07449856733524,397.8813753581662,16.4,24.3,0.0,1.4,27.0,93.0,171.2,19.8,35.3,35.1,7.0,71.0,100.0,594.6,18.17391304347826,29.993478260869562,5.12608695652174,3.9695652173913043,49.130434782608695,99.06521739130434,402.42282608695655
PLR,2021/03/17,2021-11-01,228,13.725226385108506,45.750754617028356,23.290445973398363,570,SiltClay,14.6,22.9,0.0,1.5,27.0,95.0,169.0,20.7,34.3,54.1,7.9,82.0,100.0,645.0,18.460434782608694,29.92347826086957,4.08304347826087,4.540869565217392,51.32608695652174,99.5391304347826,424.22782608695655,14.6,25.2,0.0,1.9,27.0,95.0,192.4,20.0,34.3,21.9,7.9,69.0,100.0,601.1,18.22795698924731,30.150537634408607,2.741935483870968,4.73225806451613,49.215053763440864,99.25806451612904,422.84731182795707
SDQ,2021/02/22,2021-11-01,251,23.43219787340939,78.10732624469797,26.039362658888116,720,SiltClayLoam,13.6,22.8,0.0,1.2,30.0,100.0,165.5,20.9,34.9,117.0,7.3,89.0,100.0,631.8,18.270750988142293,29.976679841897234,6.421739130434782,4.34703557312253,56.383399209486164,100.0,445.0166007905139,13.6,26.6,0.0,2.4,30.0,100.0,260.2,20.2,34.9,80.4,7.3,70.0,100.0,631.8,18.053763440860212,30.149462365591393,6.134408602150539,4.617204301075269,54.193548387096776,100.0,458.652688172043
RUT,2021/02/26,2021-11-01,247,23.07185692068777,76.90618973562592,25.56536950106155,870,SiltClayLoam,16.3,24.5,0.0,2.0,28.0,98.0,126.5,21.0,35.7,47.6,7.9,74.0,100.0,659.6,19.055020080321285,30.954618473895582,4.203614457831326,5.21285140562249,49.34939759036145,99.91566265060241,477.4618473895582,16.7,27.2,0.0,3.0,28.0,98.0,295.6,20.8,35.7,47.6,7.9,62.0,100.0,659.6,18.83225806451613,31.219354838709673,5.017204301075268,5.461290322580646,48.24731182795699,99.97849462365592,494.77741935483874
VIR,2021/01/01,2021-10-18,289,15.712645768042162,52.37548589347387,30.583859990826838,450,SiltClay,16.0,24.7,0.0,1.2,33.0,98.0,156.8,21.0,34.6,64.0,6.7,76.0,100.0,614.2,18.981786941580758,30.57113402061856,6.975945017182131,4.351890034364262,49.223367697594504,99.88659793814433,458.4529209621993,16.7,25.4,0.0,1.8,35.0,99.0,224.8,20.3,34.3,64.0,6.7,66.0,100.0,614.1,18.775268817204303,30.582795698924738,8.613978494623655,4.465591397849463,48.74193548387097,99.94623655913979,466.46344086021503
ROZ,2021/01/01,2021-09-15,256,1.4029082881060742,4.6763609603535805,26.633975421904694,840,Clay,14.9,22.0,0.0,1.7,30.0,89.0,100.3,21.5,33.5,36.1,9.0,87.0,100.0,641.4,18.866666666666667,29.862015503875966,2.8457364341085274,5.615116279069768,50.992248062015506,97.17829457364341,453.54534883720936,14.9,26.2,0.0,2.9,30.0,92.0,236.9,20.6,32.5,36.1,8.1,66.0,100.0,615.6,18.548387096774192,29.917204301075266,2.0376344086021505,5.845161290322579,49.32258064516129,96.89247311827957,468.5698924731183
PLR,2021/04/13,2021-11-01,201,18.689385153272294,62.29795051090765,20.068556584975422,1425,SandyLoam,14.6,22.9,0.0,1.5,27.0,95.0,169.0,20.7,34.3,54.1,7.9,82.0,100.0,645.0,18.424630541871924,30.01231527093596,3.8315270935960593,4.550246305418719,50.92118226600985,99.50738916256158,422.8965517241379,14.6,25.2,0.0,1.9,27.0,95.0,192.4,20.0,34.3,21.9,7.9,69.0,100.0,601.1,18.22795698924731,30.150537634408607,2.741935483870968,4.73225806451613,49.215053763440864,99.25806451612904,422.84731182795707
RUT,2021/01/01,2021-11-01,303,27.964504959536114,93.21501653178706,32.256690154082314,1140,SiltClayLoam,16.3,24.5,0.0,2.0,28.0,92.0,126.5,21.4,35.7,47.6,7.9,74.0,100.0,659.6,19.051147540983607,31.175737704918035,3.6632786885245907,5.2796721311475405,48.13770491803279,99.6655737704918,475.81213114754104,16.7,27.2,0.0,3.0,28.0,98.0,295.6,20.8,35.7,47.6,7.9,62.0,100.0,659.6,18.83225806451613,31.219354838709673,5.017204301075268,5.461290322580646,48.24731182795699,99.97849462365592,494.77741935483874
SDQ,2021/01/01,2021-11-13,315,28.946049935836527,96.4868331194551,33.68655624924302,855,SiltClayLoam,13.6,22.8,0.0,1.2,30.0,99.0,165.5,20.9,34.9,117.0,7.3,89.0,100.0,631.8,18.35867507886435,30.094952681388015,5.885804416403786,4.381703470031546,55.89905362776025,99.9968454258675,447.1198738170347,16.2,26.6,0.0,2.4,30.0,100.0,260.2,20.2,34.9,80.4,7.3,70.0,100.0,631.8,18.288172043010753,29.967741935483872,6.598924731182797,4.592473118279569,55.61290322580645,100.0,460.1118279569892
FLO,2021/01/01,2021-12-31,363,1.7463666995960683,5.8212223319868945,37.1899665650613,660,Clay,15.5,22.4,0.0,1.5,27.0,75.0,136.5,21.0,36.2,62.6,8.8,84.0,100.0,633.6,18.736986301369864,30.958630136986304,5.02986301369863,4.795890410958904,47.62191780821918,94.93424657534247,398.0745205479452,17.1,25.9,0.0,2.6,27.0,79.0,206.0,20.0,36.2,57.5,8.8,68.0,100.0,622.4,18.565591397849463,31.034408602150542,5.516129032258063,4.859139784946236,46.69892473118279,95.43010752688173,398.69569892473123
NAR,2021/03/28,2021-11-01,217,12.832750766685335,42.775835888951114,21.97912339054875,540,SiltClay,13.8,23.0,0.0,1.5,25.0,100.0,146.8,20.9,35.7,57.8,7.1,86.0,100.0,615.7,18.605022831050228,29.813242009132424,3.962100456621004,4.138812785388128,54.305936073059364,100.0,406.9337899543379,13.8,26.1,0.0,2.5,25.0,100.0,256.3,20.2,35.7,57.8,7.1,74.0,100.0,600.3,18.436559139784944,29.88172043010752,4.46236559139785,4.330107526881721,52.13978494623656,100.0,424.3376344086022
MIR,2021/01/01,2021-08-31,241,22.51580157673394,75.05267192244646,24.8451744854008,1365,SandyLoam,15.2,22.7,0.0,1.3,32.0,99.0,159.7,21.0,33.8,65.6,7.2,84.0,100.0,643.1,18.755555555555556,29.72592592592592,5.648559670781893,4.01275720164609,53.218106995884774,99.9917695473251,415.7740740740741,15.2,24.3,0.0,1.6,32.0,99.0,194.7,20.2,33.0,36.8,6.3,75.0,100.0,580.7,18.462365591397848,29.62365591397849,2.9935483870967747,3.8623655913978494,52.12903225806452,99.97849462365592,399.705376344086
PAI,2021/01/01,2021-11-01,303,27.964099328411436,93.21366442803813,32.256690154082314,1005,SiltClayLoam,15.4,24.3,0.0,1.8,31.0,94.0,117.3,21.2,34.4,43.7,8.1,77.0,100.0,666.9,19.02393442622951,30.775081967213115,4.162622950819672,4.886229508196721,48.87868852459017,98.99016393442623,455.8157377049181,15.7,25.3,0.0,1.8,31.0,96.0,200.3,20.5,33.9,41.3,7.2,71.0,100.0,617.6,18.713978494623657,30.731182795698924,5.261290322580645,4.929032258064515,48.38709677419355,99.38709677419355,473.9516129032258
JAM,2021/02/02,2021-11-01,271,25.225367256980075,84.08455752326692,28.430229700519366,1470,SandyLoam,13.8,23.3,0.0,1.6,26.0,98.0,153.1,21.3,35.0,77.3,8.2,86.0,100.0,651.9,18.805494505494504,30.196703296703298,6.8791208791208796,4.630769230769231,53.72893772893773,99.98534798534799,449.9886446886447,13.8,26.4,0.0,2.5,26.0,98.0,263.3,20.1,35.0,61.2,8.2,69.0,100.0,651.9,18.58064516129032,30.322580645161292,4.770967741935484,4.818279569892474,51.935483870967744,99.96774193548387,459.15268817204304
PLR,2021/01/01,2021-11-05,307,18.283111066475705,60.94370355491902,32.72573572898613,735,SiltClay,14.6,21.7,0.0,1.2,27.0,95.0,99.6,21.2,34.3,54.1,7.9,93.0,100.0,645.0,18.58770226537217,29.855016181229775,3.9025889967637544,4.53074433656958,51.65695792880259,99.3915857605178,423.99223300970874,14.6,25.2,0.0,1.9,27.0,95.0,192.4,20.0,34.3,21.9,7.9,69.0,100.0,601.1,18.26666666666667,30.14301075268818,2.7483870967741937,4.7774193548387105,49.41935483870968,99.3010752688172,426.49354838709695
GUA,2021/01/01,2021-12-31,363,20.32445092768852,67.74816975896174,37.19186258010664,975,SiltClay,15.4,23.5,0.0,1.5,26.0,89.0,131.4,21.5,33.7,40.3,8.4,80.0,100.0,641.4,18.692876712328765,29.986301369863007,3.81972602739726,4.8961643835616435,50.463013698630135,98.56712328767124,444.1230136986302,16.1,24.5,0.0,2.6,28.0,93.0,232.1,20.8,33.7,40.3,8.4,72.0,100.0,641.4,18.708602150537633,29.950537634408597,4.464516129032258,5.1537634408602155,50.763440860215056,98.80645161290323,458.2344086021505
BUG,2021/01/27,2021-11-01,277,16.69091298742546,55.636376624751534,29.15000556517934,705,SiltClay,15.1,23.9,0.0,2.0,29.0,95.0,120.7,21.1,34.2,54.0,7.9,76.0,100.0,639.7,18.814695340501792,30.343727598566307,3.84910394265233,4.982795698924732,50.07885304659498,99.93548387096774,438.9437275985663,15.1,25.3,0.0,2.7,29.0,100.0,265.8,19.8,33.9,54.0,7.8,70.0,100.0,624.6,18.46881720430108,30.527956989247308,3.6053763440860216,5.056989247311829,48.60215053763441,100.0,450.7677419354838
ROZ,2021/01/01,2021-11-01,303,27.957975058558862,93.19325019519621,32.249905255690514,1425,SiltClayLoam,14.9,22.0,0.0,1.7,27.0,89.0,100.3,21.5,34.7,37.9,9.0,87.0,100.0,641.4,18.821639344262298,29.93475409836065,2.9236065573770493,5.65344262295082,50.78360655737705,97.25245901639344,456.93475409836066,14.9,25.3,0.0,2.4,27.0,92.0,221.3,20.3,34.7,37.9,9.0,67.0,100.0,639.4,18.566666666666666,30.101075268817212,2.446236559139785,5.760215053763441,49.10752688172043,97.10752688172043,466.7741935483871
GCH,2021/01/01,2021-12-14,346,1.4683572637529734,4.8945242125099115,36.558907178199426,510,Clay,14.2,22.2,0.0,1.7,26.0,91.0,168.2,21.4,35.4,68.3,8.0,85.0,100.0,623.7,18.773850574712643,29.921264367816093,5.938505747126436,4.784770114942528,52.81609195402299,99.66379310344827,454.83936781609196,16.6,26.9,0.0,2.5,26.0,96.0,245.0,20.0,35.4,39.7,7.7,65.0,100.0,621.8,18.575,30.33695652173913,6.570652173913044,5.085869565217391,51.34782608695652,99.66304347826087,472.98369565217394
GCH,2021/01/01,2021-09-13,254,23.705744020487572,79.01914673495858,26.397244022386136,600,ClayLoam,14.2,22.2,0.0,1.7,28.0,91.0,168.2,21.4,33.7,68.3,8.0,85.0,100.0,623.7,18.8453125,29.771875,5.7113281250000005,4.6765625,53.34375,99.6640625,448.31875,14.2,24.4,0.0,1.7,28.0,91.0,207.2,20.7,33.7,38.8,8.0,74.0,100.0,606.7,18.244086021505375,30.106451612903232,4.77741935483871,4.791397849462365,50.41935483870968,99.41935483870968,448.5548387096773
PAR,2022/01/01,2022-08-07,217,0.9025201191211186,3.0084003970703956,22.012810590978773,360,Clay,15.4,21.4,0.0,1.5,33.0,98.0,66.3,20.0,33.2,84.4,7.8,89.0,100.0,623.8,17.909132420091325,29.200456621004566,6.836986301369864,4.291780821917808,54.20091324200913,99.9771689497717,411.6283105022831,15.5,25.5,0.0,2.4,43.0,100.0,249.3,19.3,31.6,53.9,6.6,72.0,100.0,591.5,17.918279569892473,28.55483870967742,6.349462365591399,3.994623655913978,57.13978494623656,100.0,398.0731182795698
